ts,dpid,port,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_rate_bps,tx_rate_bps,rx_rate_mbps,tx_rate_mbps,drop_ps,err_ps
1762802528.1889267,3,1,4735,4537,408940,391678,1,0,0,0,1744905.7597307216,1716937.859751726,1.7449057597307216,1.716937859751726,0.0,0.0
1762802528.1889267,3,2,4598,4669,396906,403298,1,0,0,0,1717321.85837844,1745065.7591585189,1.71732185837844,1.7450657591585188,0.0,0.0
1762802529.1896977,2,1,119,9127,10446,788242,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802529.1896977,2,2,4551,4732,392808,408784,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802529.1896977,2,3,4669,4598,403298,396906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802529.1896977,1,1,81,9169,7106,791986,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802529.1896977,1,2,4732,4551,408784,392808,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802529.1896977,1,3,4537,4735,391678,408940,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802529.1896977,3,1,4735,4537,408940,391678,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802529.1896977,3,2,4598,4669,396906,403298,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802530.1898723,2,1,148,14198,12972,1223492,0,0,0,0,20204.473866732013,3481392.4190400275,0.020204473866732013,3.4813924190400276,0.0,0.0
1762802530.1898723,2,2,7095,7299,611012,629198,1,0,0,0,1745327.4012733144,1763004.316255689,1.7453274012733144,1.763004316255689,0.0,0.0
1762802530.1898723,2,3,7216,7158,621936,616518,0,0,0,0,1748798.795437274,1756589.4357960217,1.7487987954372741,1.7565894357960217,0.0,0.0
1762802530.1898723,1,1,108,14233,9436,1226690,0,0,0,0,18636.747470105143,3477025.1812208523,0.018636747470105144,3.4770251812208524,0.0,0.0
1762802530.1898723,1,2,7299,7095,629198,611012,0,0,0,0,1763004.316255689,1745327.4012733144,1.763004316255689,1.7453274012733144,0.0,0.0
1762802530.1898723,1,3,7071,7305,609034,629596,0,0,0,0,1738544.585026684,1764939.9784392791,1.738544585026684,1.7649399784392792,0.0,0.0
1762802530.1898723,3,1,7305,7071,629596,609034,1,0,0,0,1764939.9784392791,1738544.585026684,1.7649399784392792,1.738544585026684,0.0,0.0
1762802530.1898723,3,2,7158,7216,616518,621936,1,0,0,0,1756589.4357960217,1748798.795437274,1.7565894357960217,1.7487987954372741,0.0,0.0
1762802531.1899283,2,1,148,14198,12972,1223492,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802531.1899283,2,2,7095,7299,611012,629198,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802531.1899283,2,3,7216,7158,621936,616518,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802531.1899283,1,1,108,14233,9436,1226690,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802531.1899283,1,2,7299,7095,629198,611012,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802531.1899283,1,3,7071,7305,609034,629596,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802531.1899283,3,1,7305,7071,629596,609034,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802531.1899283,3,2,7158,7216,616518,621936,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802532.1899548,2,1,171,19277,14998,1659046,0,0,0,0,16207.571075346621,3484339.788821087,0.016207571075346622,3.4843397888210874,0.0,0.0
1762802532.1899548,2,2,9650,9858,830074,848660,1,0,0,0,1752449.622363071,1755649.5376790327,1.752449622363071,1.7556495376790326,0.0,0.0
1762802532.1899548,2,3,9768,9723,840804,836480,0,0,0,0,1750897.6634348293,1759649.431823985,1.7508976634348292,1.759649431823985,0.0,0.0
1762802532.1899548,1,1,130,19321,11352,1663064,0,0,0,0,15327.594363457121,3490899.615218809,0.015327594363457122,3.490899615218809,0.0,0.0
1762802532.1899548,1,2,9858,9650,848660,830074,0,0,0,0,1755649.5376790327,1752449.622363071,1.7556495376790326,1.752449622363071,0.0,0.0
1762802532.1899548,1,3,9622,9878,827808,850246,0,0,0,0,1750145.6833355783,1765153.2861674393,1.7501456833355784,1.7651532861674393,0.0,0.0
1762802532.1899548,3,1,9878,9622,850246,827808,1,0,0,0,1765153.2861674393,1750145.6833355783,1.7651532861674393,1.7501456833355784,0.0,0.0
1762802532.1899548,3,2,9723,9768,836480,840804,1,0,0,0,1759649.431823985,1750897.6634348293,1.759649431823985,1.7508976634348292,0.0,0.0
1762802533.1892276,2,1,171,19277,14998,1659046,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802533.1892276,2,2,9650,9858,830074,848660,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802533.1892276,2,3,9768,9723,840804,836480,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802533.1892276,1,1,130,19321,11352,1663064,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802533.1892276,1,2,9858,9650,848660,830074,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802533.1892276,1,3,9622,9878,827808,850246,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802533.1892276,3,1,9878,9622,850246,827808,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802533.1892276,3,2,9723,9768,836480,840804,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802534.1898587,2,1,192,24342,16840,2093514,0,0,0,0,14726.706064473949,3473551.862334347,0.014726706064473948,3.4735518623343467,0.0,0.0
1762802534.1898587,2,2,12160,12421,1045316,1068512,1,0,0,0,1720849.98193784,1757706.721871187,1.7208499819378402,1.757706721871187,0.0,0.0
1762802534.1898587,2,3,12303,12264,1058282,1054446,0,0,0,0,1738726.700048678,1742628.2378116876,1.7387267000486781,1.7426282378116877,0.0,0.0
1762802534.1898587,1,1,148,24357,12924,2095048,0,0,0,0,12568.068367726952,3453692.3955242746,0.012568068367726951,3.4536923955242744,0.0,0.0
1762802534.1898587,1,2,12421,12160,1068512,1045316,0,0,0,0,1757706.721871187,1720849.98193784,1.757706721871187,1.7208499819378402,0.0,0.0
1762802534.1898587,1,3,12141,12437,1043878,1069764,0,0,0,0,1727469.8042078642,1755036.4070907666,1.7274698042078642,1.7550364070907667,0.0,0.0
1762802534.1898587,3,1,12437,12141,1069764,1043878,1,0,0,0,1755036.4070907666,1727469.8042078642,1.7550364070907667,1.7274698042078642,0.0,0.0
1762802534.1898587,3,2,12264,12303,1054446,1058282,1,0,0,0,1742628.2378116876,1738726.700048678,1.7426282378116877,1.7387267000486781,0.0,0.0
1762802535.1894977,2,1,192,24342,16840,2093514,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802535.1894977,2,2,12160,12421,1045316,1068512,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802535.1894977,2,3,12303,12264,1058282,1054446,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802535.1894977,1,1,148,24357,12924,2095048,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802535.1894977,1,2,12421,12160,1068512,1045316,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802535.1894977,1,3,12141,12437,1043878,1069764,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802535.1894977,3,1,12437,12141,1069764,1043878,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802535.1894977,3,2,12264,12303,1054446,1058282,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802536.1898942,2,1,210,29447,18424,2531532,0,0,0,0,12666.977668794822,3502755.192253895,0.012666977668794821,3.502755192253895,0.0,0.0
1762802536.1898942,2,2,14686,15006,1262040,1290342,1,0,0,0,1733104.8410933642,1773936.6516848202,1.7331048410933643,1.7739366516848203,0.0,0.0
1762802536.1898942,2,3,14857,14825,1277388,1274132,0,0,0,0,1752153.2885725745,1756791.4495876636,1.7521532885725746,1.7567914495876635,0.0,0.0
1762802536.1898942,3,1,14983,14692,1288222,1262718,1,0,0,0,1746971.343162613,1750026.1319691027,1.746971343162613,1.7500261319691026,0.0,0.0
1762802536.1898942,3,2,14825,14857,1274132,1277388,1,0,0,0,1756791.4495876636,1752153.2885725745,1.7567914495876635,1.7521532885725746,0.0,0.0
1762802536.1898942,1,1,165,29400,14398,2527890,0,0,0,0,11787.326441795181,3461363.603608894,0.011787326441795181,3.461363603608894,0.0,0.0
1762802536.1898942,1,2,15006,14686,1290342,1262040,0,0,0,0,1773936.6516848202,1733104.8410933642,1.7739366516848203,1.7331048410933643,0.0,0.0
1762802536.1898942,1,3,14692,14983,1262718,1288222,0,0,0,0,1750026.1319691027,1746971.343162613,1.7500261319691026,1.746971343162613,0.0,0.0
1762802537.1899283,2,1,210,29447,18424,2531532,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802537.1899283,2,2,14686,15006,1262040,1290342,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802537.1899283,2,3,14857,14825,1277388,1274132,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802537.1899283,3,1,14983,14692,1288222,1262718,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802537.1899283,3,2,14825,14857,1274132,1277388,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802537.1899283,1,1,165,29400,14398,2527890,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802537.1899283,1,2,15006,14686,1290342,1262040,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802537.1899283,1,3,14692,14983,1262718,1288222,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802538.1896558,2,1,229,34512,20090,2965714,0,0,0,0,13331.633035793284,3474402.8179752696,0.013331633035793284,3.4744028179752697,0.0,0.0
1762802538.1896558,2,2,17235,17553,1480402,1508720,1,0,0,0,1747372.1806493956,1747500.2155404955,1.7473721806493956,1.7475002155404955,0.0,0.0
1762802538.1896558,2,3,17396,17378,1495102,1492844,0,0,0,0,1742186.7675598434,1750172.9438922093,1.7421867675598435,1.7501729438922093,0.0,0.0
1762802538.1896558,3,1,17537,17239,1507194,1480928,1,0,0,0,1752253.5108725852,1746155.849183945,1.7522535108725852,1.746155849183945,0.0,0.0
1762802538.1896558,3,2,17378,17396,1492844,1495102,1,0,0,0,1750172.9438922093,1742186.7675598434,1.7501729438922093,1.7421867675598435,0.0,0.0
1762802538.1896558,1,1,182,34476,15868,2963042,0,0,0,0,11763.205619817603,3482164.9332482107,0.011763205619817604,3.4821649332482107,0.0,0.0
1762802538.1896558,1,2,17553,17235,1508720,1480402,0,0,0,0,1747500.2155404955,1747372.1806493956,1.7475002155404955,1.7473721806493956,0.0,0.0
1762802538.1896558,1,3,17239,17537,1480928,1507194,0,0,0,0,1746155.849183945,1752253.5108725852,1.746155849183945,1.7522535108725852,0.0,0.0
1762802539.1898708,2,1,229,34512,20090,2965714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802539.1898708,2,2,17235,17553,1480402,1508720,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802539.1898708,2,3,17396,17378,1495102,1492844,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802539.1898708,3,1,17537,17239,1507194,1480928,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802539.1898708,3,2,17378,17396,1492844,1495102,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802539.1898708,1,1,182,34476,15868,2963042,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802539.1898708,1,2,17553,17235,1508720,1480402,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802539.1898708,1,3,17239,17537,1480928,1507194,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802540.18986,2,1,246,39608,21600,3402126,0,0,0,0,12080.129605730119,3491333.4579442996,0.012080129605730119,3.4913334579442994,0.0,0.0
1762802540.18986,2,2,19794,20121,1699492,1728708,1,0,0,0,1752738.8048472924,1759922.8819240776,1.7527388048472923,1.7599228819240775,0.0,0.0
1762802540.18986,2,3,19955,19938,1714216,1712040,0,0,0,0,1752930.806907251,1753586.8139454431,1.7529308069072511,1.7535868139454431,0.0,0.0
1762802540.18986,3,1,20105,19791,1727094,1699464,1,0,0,0,1759218.874370896,1748306.7572965808,1.759218874370896,1.748306757296581,0.0,0.0
1762802540.18986,3,2,19938,19955,1712040,1714216,1,0,0,0,1753586.8139454431,1752930.806907251,1.7535868139454431,1.7529308069072511,0.0,0.0
1762802540.18986,1,1,198,39579,17268,3400060,0,0,0,0,11200.12016425309,3496181.5099582546,0.011200120164253091,3.4961815099582547,0.0,0.0
1762802540.18986,1,2,20121,19794,1728708,1699492,0,0,0,0,1759922.8819240776,1752738.8048472924,1.7599228819240775,1.7527388048472923,0.0,0.0
1762802540.18986,1,3,19791,20105,1699464,1727094,0,0,0,0,1748306.7572965808,1759218.874370896,1.748306757296581,1.759218874370896,0.0,0.0
1762802541.1899343,2,1,246,39608,21600,3402126,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802541.1899343,2,2,19794,20121,1699492,1728708,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802541.1899343,2,3,19955,19938,1714216,1712040,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802541.1899343,3,1,20105,19791,1727094,1699464,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802541.1899343,3,2,19938,19955,1712040,1714216,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802541.1899343,1,1,198,39579,17268,3400060,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802541.1899343,1,2,20121,19794,1728708,1699492,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802541.1899343,1,3,19791,20105,1699464,1727094,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802542.1899283,2,1,260,44711,22828,3839188,0,0,0,0,9824.058555952048,3496516.840864425,0.009824058555952048,3.496516840864425,0.0,0.0
1762802542.1899283,2,2,22350,22688,1918404,1948528,1,0,0,0,1751306.4385998165,1758570.4818968887,1.7513064385998165,1.7585704818968888,0.0,0.0
1762802542.1899283,2,3,22517,22504,1933620,1931824,0,0,0,0,1755242.4620603446,1758282.4801802647,1.7552424620603446,1.7582824801802648,0.0,0.0
1762802542.1899283,3,1,22681,22346,1947738,1918254,1,0,0,0,1765162.5211885045,1750330.4327823685,1.7651625211885045,1.7503304327823686,0.0,0.0
1762802542.1899283,3,2,22504,22517,1931824,1933620,1,0,0,0,1758282.4801802647,1755242.4620603446,1.7582824801802648,1.7552424620603446,0.0,0.0
1762802542.1899283,1,1,211,44685,18398,3837458,0,0,0,0,9040.053882920045,3499204.856886249,0.009040053882920045,3.499204856886249,0.0,0.0
1762802542.1899283,1,2,22688,22350,1948528,1918404,0,0,0,0,1758570.4818968887,1751306.4385998165,1.7585704818968888,1.7513064385998165,0.0,0.0
1762802542.1899283,1,3,22346,22681,1918254,1947738,0,0,0,0,1750330.4327823685,1765162.5211885045,1.7503304327823686,1.7651625211885045,0.0,0.0
1762802543.1898322,2,1,260,44711,22828,3839188,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802543.1898322,2,2,22350,22688,1918404,1948528,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802543.1898322,2,3,22517,22504,1933620,1931824,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802543.1898322,3,1,22681,22346,1947738,1918254,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802543.1898322,3,2,22504,22517,1931824,1933620,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802543.1898322,1,1,211,44685,18398,3837458,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802543.1898322,1,2,22688,22350,1948528,1918404,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802543.1898322,1,3,22346,22681,1918254,1947738,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802544.1899192,2,1,276,49801,24252,4275290,0,0,0,0,11391.008722738314,3488512.419946365,0.011391008722738313,3.488512419946365,0.0,0.0
1762802544.1899192,2,2,24905,25246,2137216,2167736,1,0,0,0,1750343.6802245898,1753511.4045604076,1.7503436802245897,1.7535114045604077,0.0,0.0
1762802544.1899192,2,3,25071,25067,2152450,2151386,0,0,0,0,1750487.6676943998,1756343.1581333354,1.7504876676944,1.7563431581333353,0.0,0.0
1762802544.1899192,3,1,25245,24897,2167354,2136844,1,0,0,0,1756775.1205427651,1748567.8347636012,1.756775120542765,1.7485678347636011,0.0,0.0
1762802544.1899192,3,2,25067,25071,2151386,2152450,1,0,0,0,1756343.1581333354,1750487.6676943998,1.7563431581333353,1.7504876676944,0.0,0.0
1762802544.1899192,1,1,225,49783,19626,4274238,0,0,0,0,9823.14516258613,3493935.947975871,0.00982314516258613,3.493935947975871,0.0,0.0
1762802544.1899192,1,2,25246,24905,2167736,2137216,0,0,0,0,1753511.4045604076,1750343.6802245898,1.7535114045604077,1.7503436802245897,0.0,0.0
1762802544.1899192,1,3,24897,25245,2136844,2167354,0,0,0,0,1748567.8347636012,1756775.1205427651,1.7485678347636011,1.756775120542765,0.0,0.0
1762802545.1898842,2,1,276,49801,24252,4275290,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802545.1898842,2,2,24905,25246,2137216,2167736,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802545.1898842,2,3,25071,25067,2152450,2151386,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802545.1898842,3,1,25245,24897,2167354,2136844,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802545.1898842,3,2,25067,25071,2151386,2152450,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802545.1898842,1,1,225,49783,19626,4274238,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802545.1898842,1,2,25246,24905,2167736,2137216,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802545.1898842,1,3,24897,25245,2136844,2167354,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802546.1899161,2,1,290,54794,25492,4703076,0,0,0,0,9919.683085075998,3422178.6679292913,0.009919683085075999,3.422178667929291,0.0,0.0
1762802546.1899161,2,2,27407,27760,2351596,2383096,1,0,0,0,1714985.2094988648,1722824.9590338443,1.714985209498865,1.7228249590338442,0.0,0.0
1762802546.1899161,2,3,27582,27570,2367588,2365838,0,0,0,0,1721049.0157718388,1715561.1910973531,1.7210490157718388,1.7155611910973532,0.0,0.0
1762802546.1899161,3,1,27761,27393,2382980,2350642,1,0,0,0,1724952.8910504817,1710329.358244418,1.7249528910504817,1.710329358244418,0.0,0.0
1762802546.1899161,3,2,27570,27582,2365838,2367588,1,0,0,0,1715561.1910973531,1721049.0157718388,1.7155611910973532,1.7210490157718388,0.0,0.0
1762802546.1899161,1,1,237,54776,20682,4702156,0,0,0,0,8447.730111161496,3423234.634193186,0.008447730111161495,3.4232346341931863,0.0,0.0
1762802546.1899161,1,2,27760,27407,2383096,2351596,0,0,0,0,1722824.9590338443,1714985.2094988648,1.7228249590338442,1.714985209498865,0.0,0.0
1762802546.1899161,1,3,27393,27761,2350642,2382980,0,0,0,0,1710329.358244418,1724952.8910504817,1.710329358244418,1.7249528910504817,0.0,0.0
1762802547.1899307,2,1,290,54794,25492,4703076,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802547.1899307,2,2,27407,27760,2351596,2383096,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802547.1899307,2,3,27582,27570,2367588,2365838,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802547.1899307,3,1,27761,27393,2382980,2350642,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802547.1899307,3,2,27570,27582,2365838,2367588,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802547.1899307,1,1,237,54776,20682,4702156,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802547.1899307,1,2,27760,27407,2383096,2351596,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802547.1899307,1,3,27393,27761,2350642,2382980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802548.189936,2,1,304,59874,26732,5138464,0,0,0,0,9919.947967802216,3483085.7304882836,0.009919947967802217,3.4830857304882836,0.0,0.0
1762802548.189936,2,2,29957,30314,2570048,2602024,1,0,0,0,1747606.8334373627,1751414.8134637126,1.7476068334373627,1.7514148134637126,0.0,0.0
1762802548.189936,2,3,30127,30123,2585722,2584596,0,0,0,0,1745062.8467811039,1750054.8205971592,1.7450628467811038,1.750054820597159,0.0,0.0
1762802548.189936,3,1,30316,29940,2601874,2568928,1,0,0,0,1751142.814890402,1746278.8404029633,1.7511428148904018,1.7462788404029634,0.0,0.0
1762802548.189936,3,2,30123,30127,2584596,2585722,1,0,0,0,1750054.8205971592,1745062.8467811039,1.750054820597159,1.7450628467811038,0.0,0.0
1762802548.189936,1,1,248,59865,21640,5138250,0,0,0,0,7663.959800931068,3488733.7008634997,0.007663959800931068,3.4887337008634995,0.0,0.0
1762802548.189936,1,2,30314,29957,2602024,2570048,0,0,0,0,1751414.8134637126,1747606.8334373627,1.7514148134637126,1.7476068334373627,0.0,0.0
1762802548.189936,1,3,29940,30316,2568928,2601874,0,0,0,0,1746278.8404029633,1751142.814890402,1.7462788404029634,1.7511428148904018,0.0,0.0
1762802549.1899335,2,1,304,59874,26732,5138464,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802549.1899335,2,2,29957,30314,2570048,2602024,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802549.1899335,2,3,30127,30123,2585722,2584596,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802549.1899335,3,1,30316,29940,2601874,2568928,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802549.1899335,3,2,30123,30127,2584596,2585722,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802549.1899335,1,1,248,59865,21640,5138250,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762802549.1899335,1,2,30314,29957,2602024,2570048,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
