ts,dpid,port,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_rate_bps,tx_rate_bps,rx_rate_mbps,tx_rate_mbps,loss_pct,err_pct
1762805493.6692908,3,1,55329,55453,4741904,4754138,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805493.6692908,3,2,55579,55194,4764980,4730312,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805493.6692908,2,1,380,110157,33276,9443512,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805493.6692908,2,2,55471,55272,4755394,4736766,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805493.6692908,2,3,55194,55579,4730312,4764980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805493.6692908,1,1,372,110121,32564,9440476,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805493.6692908,1,2,55272,55471,4736766,4755394,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805493.6692908,1,3,55453,55329,4754138,4741904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805494.6692817,3,1,57735,57859,4948048,4960276,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805494.6692817,3,2,57995,57595,4971958,4935984,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805494.6692817,2,1,388,114953,33988,9854340,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805494.6692817,2,2,57875,57671,4961270,4942188,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805494.6692817,2,3,57595,57995,4935984,4971958,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805494.6692817,1,1,382,114915,33448,9851152,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805494.6692817,1,2,57671,57875,4942188,4961270,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805494.6692817,1,3,57859,57735,4960276,4948048,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805495.669315,3,1,57735,57859,4948048,4960276,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805495.669315,3,2,57995,57595,4971958,4935984,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805495.669315,2,1,388,114953,33988,9854340,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805495.669315,2,2,57875,57671,4961270,4942188,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805495.669315,2,3,57595,57995,4935984,4971958,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805495.669315,1,1,382,114915,33448,9851152,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805495.669315,1,2,57671,57875,4942188,4961270,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805495.669315,1,3,57859,57735,4960276,4948048,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805496.6693091,3,1,60139,60269,5153902,5166680,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805496.6693091,3,2,60406,60002,5178468,5142138,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805496.6693091,2,1,398,119757,34872,10265948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805496.6693091,2,2,60295,60080,5168626,5148594,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805496.6693091,2,3,60002,60406,5142138,5178468,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805496.6693091,1,1,390,119722,34160,10262998,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805496.6693091,1,2,60080,60295,5148594,5168626,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805496.6693091,1,3,60269,60139,5166680,5153902,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805497.669298,3,1,60139,60269,5153902,5166680,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805497.669298,3,2,60406,60002,5178468,5142138,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805497.669298,2,1,398,119757,34872,10265948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805497.669298,2,2,60295,60080,5168626,5148594,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805497.669298,2,3,60002,60406,5142138,5178468,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805497.669298,1,1,390,119722,34160,10262998,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805497.669298,1,2,60080,60295,5148594,5168626,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805497.669298,1,3,60269,60139,5166680,5153902,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805498.669314,3,1,62592,62720,5364088,5376698,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805498.669314,3,2,62859,62439,5388630,5350916,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805498.669314,2,1,407,124636,35654,10683958,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805498.669314,2,2,62742,62523,5378184,5357788,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805498.669314,2,3,62439,62859,5350916,5388630,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805498.669314,1,1,400,124601,35044,10680984,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805498.669314,1,2,62523,62742,5357788,5378184,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805498.669314,1,3,62720,62592,5376698,5364088,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805499.6692903,3,1,62592,62720,5364088,5376698,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805499.6692903,3,2,62859,62439,5388630,5350916,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805499.6692903,2,1,407,124636,35654,10683958,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805499.6692903,2,2,62742,62523,5378184,5357788,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805499.6692903,2,3,62439,62859,5350916,5388630,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805499.6692903,1,1,400,124601,35044,10680984,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805499.6692903,1,2,62523,62742,5357788,5378184,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805499.6692903,1,3,62720,62592,5376698,5364088,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805500.6693535,3,1,65030,65164,5572876,5586050,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805500.6693535,3,2,65305,64878,5598122,5559858,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805500.6693535,2,1,417,129508,36538,11101274,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805500.6693535,2,2,65183,64962,5587286,5566684,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805500.6693535,2,3,64878,65305,5559858,5598122,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805500.6693535,1,1,408,129472,35756,11098196,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805500.6693535,1,2,64962,65183,5566684,5587286,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805500.6693535,1,3,65164,65030,5586050,5572876,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805501.6693063,3,1,65030,65164,5572876,5586050,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805501.6693063,3,2,65305,64878,5598122,5559858,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805501.6693063,2,1,417,129508,36538,11101274,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805501.6693063,2,2,65183,64962,5587286,5566684,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805501.6693063,2,3,64878,65305,5559858,5598122,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805501.6693063,1,1,408,129472,35756,11098196,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805501.6693063,1,2,64962,65183,5566684,5587286,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805501.6693063,1,3,65164,65030,5586050,5572876,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805502.669318,3,1,67491,67620,5783714,5796426,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805502.669318,3,2,67774,67334,5809672,5770180,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805502.669318,2,1,425,134412,37250,11521424,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805502.669318,2,2,67642,67413,5797922,5776650,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805502.669318,2,3,67334,67774,5770180,5809672,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805502.669318,1,1,417,134377,36554,11518446,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805502.669318,1,2,67413,67642,5776650,5797922,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805502.669318,1,3,67620,67491,5796426,5783714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805503.6692717,3,1,67491,67620,5783714,5796426,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805503.6692717,3,2,67774,67334,5809672,5770180,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805503.6692717,2,1,425,134412,37250,11521424,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805503.6692717,2,2,67642,67413,5797922,5776650,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805503.6692717,2,3,67334,67774,5770180,5809672,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805503.6692717,1,1,417,134377,36554,11518446,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805503.6692717,1,2,67413,67642,5776650,5797922,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805503.6692717,1,3,67620,67491,5796426,5783714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805504.6693325,3,1,69918,70053,5991570,6004838,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805504.6693325,3,2,70209,69758,6018244,5977812,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805504.6693325,2,1,432,139254,37864,11936176,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805504.6693325,2,2,70073,69839,6006076,5984382,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805504.6693325,2,3,69758,70209,5977812,6018244,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805504.6693325,1,1,425,139220,37254,11933272,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805504.6693325,1,2,69839,70073,5984382,6006076,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805504.6693325,1,3,70053,69918,6004838,5991570,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805505.6693156,3,1,69918,70053,5991570,6004838,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805505.6693156,3,2,70209,69758,6018244,5977812,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805505.6693156,2,1,432,139254,37864,11936176,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805505.6693156,2,2,70073,69839,6006076,5984382,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805505.6693156,2,3,69758,70209,5977812,6018244,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805505.6693156,1,1,425,139220,37254,11933272,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805505.6693156,1,2,69839,70073,5984382,6006076,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805505.6693156,1,3,70053,69918,6004838,5991570,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805506.66928,3,1,72350,72488,6199894,6213448,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805506.66928,3,2,72647,72188,6227060,6185948,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805506.66928,2,1,440,144110,38576,12352112,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805506.66928,2,2,72513,72267,6215092,6192326,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805506.66928,2,3,72188,72647,6185948,6227060,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805506.66928,1,1,433,144075,37966,12349202,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805506.66928,1,2,72267,72513,6192326,6215092,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805506.66928,1,3,72488,72350,6213448,6199894,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805507.6693075,3,1,72350,72488,6199894,6213448,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805507.6693075,3,2,72647,72188,6227060,6185948,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805507.6693075,2,1,440,144110,38576,12352112,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805507.6693075,2,2,72513,72267,6215092,6192326,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805507.6693075,2,3,72188,72647,6185948,6227060,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805507.6693075,1,1,433,144075,37966,12349202,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805507.6693075,1,2,72267,72513,6192326,6215092,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805507.6693075,1,3,72488,72350,6213448,6199894,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805508.6693091,3,1,74793,74936,6409020,6423092,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805508.6693091,3,2,75097,74621,6436824,6394294,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
